additional_info,Hotel_Address,City,hotel_facilities,Ratings,Attractions,Hotel_Name,property_type,state
Room Service Free Internet,House no 1 Lane 4 Hyderpora Airport Road Srinagar Kashmir,Srinagar,Barbecue Area Laundry Service Available Parking Facilities Available Front Desk 24 Hour Front Desk Medical Assistance Available Welcome Drinks Power Backup Gardens Catering Suitable For Children Grocery Kitchen available (home cook food on request) Veranda Campfire   Bon Fire Food Facility Internet Access Free Newspapers In Lobby Postal   Parcel Services Room Service (24 Hours)  Cook Services Air   Rail Booking Courier Service Guide   Sightseeing Service Outdoor Parking - Secured Parking Facility,0,"Lal Chock,Tourist Reception Centre,Shri Pratap Singh Museum,Others,Pir Haji Muhammed Ziarat,Kashmir Golf Club,Dastgir Sahib,Gandhi Memorial College,Hari Parbat Fort",URBAN INN,Guest House,Jammu and Kashmir
Room Service Internet Access Restaurant Free Internet,"Near Jambleshwar Temple, Ximer, Calangute - Candolim road, Calangute, Goa",Goa,Doctor on Call Dry Cleaning Front Desk Locker Facility 24 Hour Front Desk Luggage Storage Internet Access Free Newspapers In Lobby Room Service (24 Hours) Parking Facility Internet Access Restaurant Room Service Fire Safety CCTV First-Aid Kit at Front Desk Full Time Operation for All 7 Days,0,"Sinquerim Beach,Shanta Durga Temple,Chichekade Bus Stop,Calangute Area,Fort Aguada,North Goa,Candolim Beach",V2 Rooms Grape @ Calangute,Hotel,Goa
Free Internet,"837, Camotin vaddo, Lane opp Candolim panchayat, Near Taxi stand, Candolim",Goa,Lobby Front Desk Local Tour   Travel Desk 24 Hour Front Desk Internet Access Free Adjoining Rooms Suites,1,"Candolim Bus Stop,Sinquerim Beach,Shanta Durga Temple,Chichekade Bus Stop,Candolim Area,Fort Aguada,North Goa,Candolim Beach",The V Beach Villa,Resort,Goa
Room Service Internet Access Restaurant Free Internet,"Kalash Mahakali, Opp. Kaatyayani Business Centre, Off Mahakali Caves Road, Andheri(E), Mumbai",Mumbai,Business Center  Concierge Doctor on Call Internet Access - Surcharge Laundry Service Available Lift   Elevator Parking Facilities Available Front Desk Locker Facility Local Tour   Travel Desk Welcome Drinks Coffee Shop   Cafe Kitchen available (home cook food on request) Open Air Restaurant   Dining  Vegetarian Food   Jain Food Available Express Laundry Internet Access Free Newspapers In Lobby Room Service (24 Hours) Parking Facility Internet Access Restaurant Room Service Porter Services Available Public Restrooms,0,"Jogeshwari Railway Station,Andheri Railway Station,Chhatrapati Shivaji International Airport,Garware Hosue,Chandivali Studio,Marol Naka,Mumbai Airport",TIM Grand,Hotel,Maharashtra
,"Opp. Jay Ganesh Temple, Medha, Malvan",Malwan,Doctor on Call Lobby Front Desk Luggage Storage Power Backup Fire Place Available  Fire Safety Fire Exit Signs First-Aid Kit at Front Desk,0,"Tarkarli,Malvan Beach,Malvan Marine Wildlife Sanctuary,Snorkeling",Tuljai Paryatak Niwas,Homestay,Maharashtra
Room Service Internet Access Restaurant Free Internet,"4-D Square Mall, Visat-Gandhinagar Highway , Opp. Indian Institute of Technology (IIT) Gandhinagar , Motera, Ahmedabad 382424https://ess.sgcservices.com/Home.aspx",Ahmedabad,Airport Transfer Available   Surcharge Banquet Facilities Business Center  Currency Exchange Disabled Friendly Facilities  Dry Cleaning Internet Access - Surcharge Laundry Service Available Lift   Elevator Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  Locker Facility Local Tour   Travel Desk 24 Hour Front Desk Luggage Storage Welcome Drinks Power Backup Coffee Shop   Cafe Conference Facility  Smoking Rooms Disabled Friendly Rooms Fax Machine Nature Walk Smoking Area  Taxi Services Board Room Food Facility Internet Access Free Newspapers In Lobby Family Room Room Service (24 Hours)  Cook Services Party hall Adjoining Rooms Parking Facility Internet Access Restaurant Room Service Full Time Operation for All 7 Days Paid Transfers Public Restrooms,4,,Tune By Mango Hotels,Hotel,Gujarat
Room Service Gym Spa Restaurant Free Internet,"1129,Sector 46,H.U.D.A. MEDANTA HOSPITAL ROAD",Gurgaon,"Airport Transfer Available   Surcharge Bar   Lounge  Business Center  Currency Exchange Doctor on Call Dry Cleaning Health Club   Gym Facility Available Laundry Service Available Lift   Elevator Non Smoking Rooms Parking Facilities Available Pets Allowed Front Desk Locker Facility Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Medical Assistance Available Welcome Drinks Power Backup Gardens Wake-up Call   Service Fitness Equipment Sauna Separate Sitting Area Smoking Rooms Kitchen available (home cook food on request) Free Local Calls Pick Up and Drop (Rly Station, Bus Stand, Temple) Veranda Open Air Restaurant   Dining  Vegetarian Food   Jain Food Available Car Rental Express Laundry Meditation Room Taxi Services Food Facility  Drivers Rest Room Internet Access Free Newspapers In Lobby Postal   Parcel Services Family Room Room Service (24 Hours) Spa Services Nearby Air   Rail Booking Baggage Room Courier Service RO Water Purification System Outdoor Parking - Secured Parking Facility Restaurant Room Service Porter Services Available Public Restrooms",3,"Emaar MGF Palm Square,DLF Star Mall,Sector 46,Fortis Memorial Research Institute,Tau Devi Lal Stadium,Max Hospital,Artemis Hospital,HSBC Bank,City Centre Mall,Aarvy Hospital,Cyber Park,Huda City Center Metro Station,Good Earth City Centre,Signature Tower,Infospace,SPADE INFOTECH PVT LTS,Oysters Beach Water Park,Medanta Hospital,Celebration Mall,Star Mall,Amity International School,Sadar Bazar,Huda Gymkhana Club,Omaxe Celebration Mall",The Signature Leaf,Hotel,Haryana
Room Service,"12 ,12 A tuticorin bypass road pandhakaudi aruppukottai",Virudhunagar,Doctor on Call Parking Facilities Available Power Backup Newspapers In Lobby Room Service (24 Hours) Parking Facility Room Service CCTV,1,Pandhalkudi,v.s.n lodge,Lodge,Tamil Nadu
Room Service Internet Access Free Internet,"30-12-34,Ranga street, Beside Nellore Mess, Dabagardens,",Visakhapatnam,Airport Transfer Available   Surcharge Doctor on Call Laundry Service Available Lift   Elevator Lobby Parking Facilities Available Front Desk 24 Hour Front Desk Power Backup Electronic   Magnetic Keys Car Rental Taxi Services Internet Access Free Newspapers In Lobby Electronic Check-Out Room Service (24 Hours) STD   ISD Internet   Fax (Reception area only) Parking Facility,2,"Araku Valley,Ramakrishna Beach,Simhachalam,Dwaraka Bus stand,Daba Garden,Visakhapatnam Railway Station",Vaibhav Inn,Hotel,Andhra Pradesh
Room Service Free Internet,"253/3, Forest Lane ,Near Country Club,Neb Sarai,Sainik Farms,New Delhi",Delhi,Doctor on Call Laundry Service Available Lobby Parking Facilities Available Power Backup Gardens Transfers Available Internet Access Free Newspapers In Lobby Parking Facility Room Service,0,"DLF courtyard,Saket,Khirki Masjid,Malviya Nagar Metro Station",The Stay Inn Bed &amp; Breakfast,BnB,Delhi
,Bareside Home Makkanduru town,Coorg,Parking Facilities Available Pets Allowed Power Backup Gardens Suitable For Children Separate Sitting Area Kitchen available (home cook food on request) Nature Walk Veranda Vegetarian Food   Jain Food Available Extra Person   Child - Share the same room Taxi Services Food Facility  Cook Services Outdoor Parking - Secured Parking Facility,0,Others,THE ROBUSTA-a coffee plantation stay,Homestay,Karnataka
Room Service Internet Access Restaurant Free Internet,"11th Mile, NH 47 11th Mile, Choice Nagar Cherthala, Kerala 688524",Alleppey,Business Center  Laundry Service Available Front Desk Local Tour   Travel Desk Major Credit Cards Accepted Gardens Wake-up Call   Service Conference Facility  Smoking Rooms Wheelchair Accessibility - Room Open Air Restaurant   Dining  Taxi Services Food Facility Internet Access Free Newspapers In Lobby Parking Facility Internet Access Restaurant,0,Mararikulam,TRAVANCORE PALACE,Hotel,Kerala
Room Service Internet Access Restaurant,"Junaswado, Mandrem Beach, North Goa",Goa,"Airport Transfer Available   Surcharge Bar   Lounge  Currency Exchange Doctor on Call Internet Access - Surcharge Laundry Service Available Parking Facilities Available Front Desk Multi Cuisine Restaurant  Local Tour   Travel Desk Luggage Storage Pick Up and Drop (Rly Station, Bus Stand, Temple) Open Air Restaurant   Dining   Bike on Rent Village Visit ( Chargeable ) Car Rental Taxi Services Campfire   Bon Fire Food Facility Outdoor Parking - Non Secured Parking Facility Internet Access Restaurant Room Service",0,"Other North Goa Beaches,North Goa,Mandrem Beach",Vailankanni Cottages Mandrem,Hotel,Goa
Room Service Internet Access Free Internet,"#105,1st Main,Road,Seshadripuram",Bangalore,Business Center  Lift   Elevator Parking Facilities Available Front Desk 24 Hour Front Desk Power Backup Internet Access Free Parking Facility Internet Access Room Service,3,"Cauvery Neeravari Nigama Limited,Bangalore Golf Club,Consulate of Oman,Vikram Hospital,Chinnaswamy Cricket Stadium,Consulate General of France,Bangalore Palace,Government S.K.S.J. Technology Institute,City Civil Court Complex,Attara Kacheri,Consulat de la République Française,Bangalore Cantt Railway Station,Mubeen Embassy,Consulate of Japan,Sri Krishnarajendra Silver Jubilee Technological Institute,Bangalore City Railway Station,Chief Postmaster General Karnataka Circle,Directorate of Health &amp; Family Welfare Services,Gandhi Nagar/ Majestic / City Railway Station,Benson Town Post Office,Jawaharlal Nehru Planetarium,Malleswaram Railway Station,General Post Office,High Court of Karnataka,Karnataka State Consumer Disputes Redressal Commission,ISKCON Bangalore - Sri Jagannath Mandir,Vidhana Soudha,Majestic Bus Terminus,Deputy Commissioner for Transport and Senior RTO,Directorate of Health & Family Welfare Services",Treebo Orchard Suites,Hotel,Karnataka
Room Service,"Laxman Jhula (opposite taxi stand) ,",Rishikesh,Doctor on Call Laundry Service Available Front Desk Yoga Hall   Classes Outdoor Parking - Secured Room Service First-Aid Kit at Front Desk,0,"Laxman Jhula Area,Triveni Ghat,Rishikesh Railway Station,Kailas Ashram",Tourist Home Guesthouse,Hotel,Uttarakhand
Room Service,"Project Road Near Tibetian Temple  (In between Dharamshala and Palampur), at Gopalpur Near Chamunda(4KM)",Dharmsala,Lobby Front Desk Room Service (24 Hours) RO Water Purification System Parking Facility,2,,The Whispering Pines,Hotel,Himachal Pradesh
Room Service Internet Access Swimming Pool Restaurant Free Internet,"The Woods Resorts . Sulathan Bathery - Pulpally Road , 6th mile , Chethalayam",Wayanad,Swimming Pool Airport Transfer Available   Surcharge Banquet Facilities Barbecue Area Business Center  Concierge Currency Exchange Disabled Friendly Facilities  Doctor on Call Gift Shop  Internet Access - Surcharge Laundry Service Available Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  Locker Facility Spa On Site - Chargeable Table Tennis Local Tour   Travel Desk Valet service Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Welcome Drinks Power Backup Gardens Dance Performances (on demand) Catering Multi Lingual Staff Wake-up Call   Service Porter   Bellhop Suitable For Children Coffee Shop   Cafe Conference Facility  Disabled Friendly Rooms Picnic Area Wheelchair Accessibility - Room Massage Services  Clubhouse Smoking Area  Veranda Open Air Restaurant   Dining  Vegetarian Food   Jain Food Available Extra Person   Child - Share the same room Village Visit ( Chargeable ) Car Rental Badminttion Court Campfire   Bon Fire Food Facility  Drivers Rest Room Internet Access Free Newspapers In Lobby Children's Park Guide   Sightseeing Service Internet   Fax (Reception area only) Adjoining Rooms RO Water Purification System Outdoor Parking - Secured Parking Facility Internet Access Restaurant Room Service,4,Sulthan Bathery,The Woods Resorts Wayanad,Resort,Kerala
Room Service Internet Access Restaurant,"41 Ring Road, Lajpat Nagar - IV",Delhi,Airport Transfer Available   Surcharge Babysitting  Child Care (surcharge) Business Center  Currency Exchange Doctor on Call Dry Cleaning Internet Access - Surcharge Laundry Service Available Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  Local Tour   Travel Desk Major Credit Cards Accepted 24 Hour Front Desk Power Backup Audio - Visual Equipment Wake-up Call   Service Conference Facility  Limousine Service Available Wheelchair Accessibility - Room Taxi Services Board Room Newspapers In Lobby Room Service (24 Hours) STD   ISD Adjoining Rooms RO Water Purification System Internet Access,3,"South Delhi,Masjid Moth,Lotus Temple,Lajpat Nagar Market,Humayuns Tomb,Lajpat Nagar,Delhi Zoo,Jamia Millia Islamia,Moolchand Medcity,ISKCON Temple,Greater Kailash Area,Fortis Escorts Heart Institute &amp; Research Centre,Sarai Kale Khan Bus Terminus,Hazrat Nizammudin Railway Station,Jawaharlal Nehru Stadium,Fortis Escorts Heart Institute & Research Centre",Tivoli Cititel Boutique Hotel,Hotel,Delhi
Room Service Internet Access Gym Spa Restaurant Free Internet,"No. 2, Kalakshetra Avenue, 2nd Street, Thiruvanmayur",Chennai,Airport Transfer Available   Surcharge Dry Cleaning Health Club   Gym Facility Available Laundry Service Available Lift   Elevator Front Desk Multi Cuisine Restaurant  Locker Facility Local Tour   Travel Desk 24 Hour Front Desk Power Backup Gardens Internet Access Free Internet Access Room Service,3,Thuraipakkam,Treebo Angson,Hotel,Tamil Nadu
Room Service Internet Access Swimming Pool Restaurant Free Internet,"Opp Calangute Association Calangute-Baga Rd Umtavaddo, Calangute",Goa,Swimming Pool Bar   Lounge  Doctor on Call Internet Access - Surcharge Laundry Service Available Lobby Parking Facilities Available Multi Cuisine Restaurant  Locker Facility Local Tour   Travel Desk 24 Hour Front Desk Power Backup Internet Access Free Newspapers In Lobby Room Service (24 Hours) Parking Facility Room Service,2,"Chapora Fort,Fort Aguada,Ancestral Goa Museum,The Secretariat,Baga Beach,North Goa,Calangute Area,Titos lane, baga,Calangute Beach",Ticlo Resorts,Resort,Goa
Room Service Internet Access Free Internet,"6/11, East Abhiramapuram First street,",Chennai,Parking Facilities Available Separate Sitting Area Kitchen available (home cook food on request) Internet Access Free Adjoining Rooms Parking Facility Internet Access Room Service,2,"Marina Beach,German Consulate General,Consulate Of Korean,Greenways Road MRTS Station,Consulate Of Japan,Consulate General of Malaysia,Switzerland Consulate,Kotturpuram Railway Station,Oberoi Hotel,Adyar Park,US Consulate,Royal Thai Consulate - General,Consulate Of Dubai,Gemini Fly over,Broken bridge,Consulate Of Finland,Consulate General of the Republic of Korea in Chennai,Vivekananda House,,Australian Consulate-General,Consulate Of Canada,Republic Of Indonesia,Honorary Consulate of Ireland,Aalayamman Bus Stop,Russian Consulate,Thousand Lights Mosque,Valluvar Statue,U.S. Consulate General, Chennai,Consulate Of Singapore,Apollo Hospital,Consulate Gen Fdr Repub Of German,Consulate Of Belgium,Mylapore,Mundakakanni Amman Kovil Railway Station,Arulmigu Kapaleeswarar Temple",Treebo Cozee Stay,Service Apartment,Tamil Nadu
Room Service,"DOMUHAN ROAD,BODHGAYA Dist: GAYA  824231 BIHAR",Gaya,Doctor on Call Parking Facilities Available Veranda Courier Service Parking Facility Room Service Fire Safety Anti-Slip Ramps Fire Exit Signs First-Aid Kit at Front Desk Hotel Trading License Public Restrooms,4,Gaya Airport,THE ROYAL RESIDENCY,Hotel,Bihar
Room Service Internet Access Swimming Pool Restaurant,"Champakulam P O . Kuttanad,Alleppey",Alleppey,Swimming Pool Doctor on Call Lobby Multi Cuisine Restaurant  Local Tour   Travel Desk 24 Hour Front Desk Luggage Storage Medical Assistance Available RO Water Purification System Internet Access Room Service,0,"Champakulam,Karumadi",Triveny River Palace,Hotel,Kerala
Room Service,"Artola-Jageshwar Road, Almora, Uttarakhand 263623",Almora,Doctor on Call Parking Facilities Available Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Doorman Grocery Parking Facility Room Service Fire Safety Public Restrooms,0,Jageshwar,V Resorts Green Village,Resort,Uttarakhand
Restaurant,"Near, Blue Sea View, Kepkarwado, Arambol, Pernem Goa",Goa,Front Desk Open Air Restaurant   Dining  Food Facility Restaurant First-Aid Kit at Front Desk,0,"Other North Goa Beaches,North Goa,Arambol Beach,Mandrem Beach",The whispering Lake,Guest House,Goa
Room Service Restaurant,"College Road, Palghar West, Kharal Pada",Palghar,Airport Transfer Available   Surcharge Barbecue Area Doctor on Call Laundry Service Available Night Club Parking Facilities Available Locker Facility Wake-up Call   Service Suitable For Children Separate Sitting Area Coffee Shop   Cafe Picnic Area Poolside Bar Kids Play Zone Campfire   Bon Fire Newspapers In Lobby Party hall RO Water Purification System Outdoor Parking - Secured Restaurant Room Service Trekking First-Aid Kit at Front Desk Full Time Operation for All 7 Days Public Restrooms Security at All Hotel Entrances,0,"Kelve Tal,Sheetla Devi Temple",USHA RESORT,Resort,Maharashtra
Room Service Restaurant Free Internet,"Tehra Road, Gopalgarh, Opp. Omaxe Township, Rukmani Vihar, Vrindavan,",Mathura,Banquet Facilities Business Center  Currency Exchange Doctor on Call Dry Cleaning Laundry Service Available Lift   Elevator Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  Locker Facility Local Tour   Travel Desk 24 Hour Front Desk Luggage Storage Doorman Air-Conditioning - Central Welcome Drinks Power Backup Gardens Wedding Services Facility Wake-up Call   Service Conference Facility  Smoking Rooms Taxi Services Board Room Food Facility  Drivers Rest Room Internet Access Free Newspapers In Lobby Room Service (24 Hours) Party hall Outdoor Parking - Secured Parking Facility,4,Vrindavan,The Royal Bharti,Hotel,Uttar Pradesh
Room Service Internet Access Restaurant Free Internet,"Pench National Park, Village Avargani, Near Touria Gate, Distt : Seoni",Pench,"Airport Transfer Available   Surcharge Bar   Lounge  Barbecue Area Internet Access - Surcharge Laundry Service Available Library Lobby Parking Facilities Available Pets Allowed Front Desk Multi Cuisine Restaurant  Spa On Site - Chargeable Local Tour   Travel Desk Hookah Lounge Doorman Medical Assistance Available Welcome Drinks Power Backup Gardens Audio - Visual Equipment Wake-up Call   Service Suitable For Children Separate Sitting Area Conference Facility  Smoking Rooms Kitchen available (home cook food on request) Picnic Area Massage Services  Poolside Bar Clubhouse Safari Pick Up and Drop (Rly Station, Bus Stand, Temple) Nature Walk Smoking Area  Open Air Restaurant   Dining  Vegetarian Food   Jain Food Available Extra Person   Child - Share the same room Village Visit ( Chargeable ) Kids Play Zone Taxi Services City Shuttle Service Campfire   Bon Fire Food Facility Internet Access Free Newspapers In Lobby Children's Park Guide   Sightseeing Service Internet   Fax (Reception area only) RO Water Purification System Outdoor Parking - Secured Parking Facility Internet Access Restaurant Room Service CCTV First-Aid Kit at Front Desk Paid Transfers Pest Control Facility",3,"River Ride,Village-Jamun Tola,Pench National Park,Jungle Safari,Elephant Rides",Tiger N Woods Resort,Resort,Madhya Pradesh
,"The WINDFLOWER PRAKRUTHI Plot No 12 A, Hegganahalli Village, Kundana Hobli, Devanahalli Taluk, Bangalore North,",Bangalore,Swimming Pool Banquet Facilities Billiards Business Center  Doctor on Call Dry Cleaning Games Zone Laundry Service Available Lobby Non Smoking Rooms Parking Facilities Available Private   Plunge Pool Front Desk Multi Cuisine Restaurant  Spa On Site - Chargeable Valet service Major Credit Cards Accepted 24 Hour Front Desk Medical Assistance Available Welcome Drinks Power Backup Gardens Wedding Services Facility Multi Lingual Staff Wake-up Call   Service Suitable For Children Coffee Shop   Cafe Conference Facility  Fax Machine Fire Place Available  Massage Services  Vegetarian Food   Jain Food Available Extra Person   Child - Share the same room Express Laundry Kids Play Zone Board Room Food Facility Internet Access Free Newspapers In Lobby Children's Park Room Service (24 Hours) Party hall Outdoor Parking - Secured Parking Facility Internet Access Restaurant Room Service Ayurvedic Facilities  Recreation Zone First-Aid Kit at Front Desk Public Restrooms Suites,1,,The Windflower Resorts &amp; Spa,Resort,Karnataka
Room Service Restaurant,"Malla Ramgarh,",Nainital,Airport Transfer Available   Surcharge Doctor on Call Games Zone Laundry Service Available Lobby Parking Facilities Available Multi Cuisine Restaurant  Locker Facility Gardens Open Air Restaurant   Dining  Food Facility Room Service (24 Hours) Outdoor Parking - Secured Parking Facility,0,"Nainital,Naina Peak,Naini Lake,Tiffin Top,Almora,Snow View Point,Naina Devi Temple,Ramgarh",V Resorts Ramgarh,Resort,Uttarakhand
Restaurant,"82, mainraod mhaismal. aurangabad,D-13, tirupati supreme enclave ,Jalan Nagar",Aurangabad,Laundry Service Available Parking Facilities Available Front Desk Restaurant,3,"Jalna Road,Aurangabad Railway Station",V Resorts Aurangabad,Resort,Maharashtra
Room Service,"Sundarban Mangrove retreat, Satijalia Island, Village , Jamespur Block ,Dayapur Gosaba, West Bengal.",Dayapur,Games Zone Food Facility Room Service Public Restrooms,0,Satjelia Island,V Resorts Mangrove Sundarbans,Resort,West Bengal
,"Top Yard Heritage,Vaisyambhagom P.O vandanamAlappuzha",Alleppey,Doctor on Call RO Water Purification System Parking Facility,0,Champakulam,Top Yard Heritage,Homestay,Kerala
,"Near New bridge, Alandi devachi, Tal - haveli, pune",Pune,Doctor on Call Parking Facilities Available Outdoor Parking - Secured Parking Facility Public Restrooms,0,Others,"Vaibhav Palace, Alandi",Lodge,Maharashtra
Room Service Restaurant,Near Service Bus Stand Udupi,Udupi,Banquet Facilities Bar   Lounge  Dry Cleaning Laundry Service Available Lift   Elevator Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant,3,"Heritage village,Krishna Temple,Anatomy Museum,Stadium Ground,Anantheshwar Temple,Smrithi Bhavan,Udupi",Udupi Residency,Hotel,Karnataka
Internet Access,"Morrod , Sangolda, North Goa",Goa,Doctor on Call Dry Cleaning Parking Facilities Available Local Tour   Travel Desk Internet Access,0,"North Goa,Mapusa",UNA Homestay Villa Arcangela,Villa,Goa
,"Vaidya's Annexi,1505, BHAILADI",Ganpatipule,Laundry Service Available Parking Facilities Available Front Desk,0,"Malgund Village,Ganapatipule Beach",Vaidya Homestay,Homestay,Maharashtra
Room Service Internet Access Restaurant,"Opp., Archeological Museum, Ratnagiri",Jajpur,Banquet Facilities Bar   Lounge  Business Center  Doctor on Call Internet Access - Surcharge Laundry Service Available Non Smoking Rooms Parking Facilities Available Multi Cuisine Restaurant  24 Hour Front Desk,3,"Opp., Archeological Museum",Toshali Ratnagiri,Resort,Orissa
Restaurant Swimming Pool,"Bharatpur, Neil Island",Neil Island,Swimming Pool Airport Transfer Available   Surcharge Front Desk Multi Cuisine Restaurant  Local Tour   Travel Desk,1,"Natural Bridge,Neil Kendra,Bharatpur Beach,Sitapur Beach",VACATION VILLAGE,Resort,Andaman and Nicobar Islands
Room Service Internet Access Restaurant,"31-A National Highway Elephant Mansion, Deorali",Gangtok,Airport Transfer Available   Surcharge Banquet Facilities Bar   Lounge  Doctor on Call Dry Cleaning Internet Access - Surcharge Laundry Service Available Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  Non Smoking Hotel Local Tour   Travel Desk Power Backup Gardens Audio - Visual Equipment Catering Wake-up Call   Service Conference Facility  Car Rental Express Laundry Taxi Services Food Facility Air   Rail Booking,0,"Military Hospital,National Highway - 31-A,Paljor Stadium,Helipad,ICFAI University,New College Building, SMIMS,Fambong La Wildlife Sanctuary,Do-Drul Chorten or Stupa,Bakthang Waterfalls,Manipal Central Referral Hospital,Devlopment Area,Hanuman Tok,Directorate of Handloom and Handicrafts (DHH),Sikkim Govt. College,Barad Sadan Academic Block, Sikkim University,Nehru Botanical Garden,Sikkim Government Law College,Raj Bhawan,Thakurbari Temple and Dharamshala,Denzong Cinema,Banjhakri Falls",The Royal Heritage Hotel - Sonam Palgey,Hotel,Sikkim
Room Service Internet Access Restaurant Free Internet,"#104 , 60 Feet Road, 6th Block  Koramanagala,Opp to Anand Sweets Bangalore",Bangalore,Internet Access - Surcharge Laundry Service Available Lift   Elevator Parking Facilities Available Front Desk Locker Facility Local Tour   Travel Desk Power Backup Suitable For Children Coffee Shop   Cafe Internet Access Free Parking Facility Room Service Public Restrooms,3,"Garuda Mall,Koramangala Indoor Stadium,Manipal Hospitals,Rajiv Gandhi Institute of Chest Diseases,Koramangala,Rajiv Gandhi University of Health Sciences,Bangalore Football Stadium,Sri Jayadeva Institute of Cardiovascular Sciences and Research,National Institute of Mental Health and Neuro Sciences,Christ University,Sanjay Gandhi Accident Hospital and Research Institute,Regional Commercial Tax Office,Indian Institute of Astrophysics,Karnataka State Hockey Association,Indira Gandhi Institute Of Child Health Hospital,Sagar Hospitals",Treebo Sanctum Suites- Bangalore,Service Apartment,Karnataka
,"Finishing Point Road, Alleppey",Alleppey,Local Tour   Travel Desk Major Credit Cards Accepted Medical Assistance Available Air-Conditioning - Central,0,"Finishing Point Road,Alleppey Railway Station,Champakulam Church,Alleppey Beach",Travancore Houseboats,Houseboat,Kerala
,"Flat no. 404 ,Regal apartments BK Kaul",Ajmer,"Lift   Elevator Parking Facilities Available Locker Facility Non Smoking Hotel Welcome Drinks Gardens Kitchen available (home cook food on request) Picnic Area Pick Up and Drop (Rly Station, Bus Stand, Temple) Transfers Available Shopping Drop Facility (on fixed timings) Vegetarian Food   Jain Food Available Express Laundry Meditation Room Taxi Services Newspapers In Lobby  Cook Services Parking Facility",0,,The Sweet Dzire,Homestay,Rajasthan
Room Service,"Rishikesh,siloge road,Gatu ghat",Rishikesh,Doctor on Call Front Desk 24 Hour Front Desk Room Service Fire Safety CCTV First-Aid Kit at Front Desk,0,"Lakshman Jhula,Triveni Ghat,Others,Kailas Ashram,Rishikesh Railway Station",Tiger Resort,Hotel,Uttarakhand
Room Service Internet Access Restaurant Free Internet,"motiapahthar, paharpani road, dhanachuli, near mukteshwar,Mukhteswar Uttrakhand",Mukteshwar,"Babysitting  Child Care (surcharge) Bowling Disabled Friendly Facilities  Gift Shop  Laundry Service Available Parking Facilities Available Pets Allowed Front Desk Local Tour   Travel Desk Welcome Drinks Power Backup Gardens Wake-up Call   Service Coffee Shop   Cafe Access Via Exterior Corridors Kitchen available (home cook food on request) Picnic Area Wheelchair Accessibility - Room Pick Up and Drop (Rly Station, Bus Stand, Temple) Nature Walk Veranda Open Air Restaurant   Dining   Bike on Rent Veg   Non Veg Kitchens Separate  Horse Ride ( Chargeable )  Vegetarian Food   Jain Food Available Extra Person   Child - Share the same room Village Visit ( Chargeable ) Meditation Room Badminttion Court Food Facility  Drivers Rest Room Internet Access Free Yoga Hall   Classes Family Room Baggage Room Internet   Fax (Reception area only) Adjoining Rooms RO Water Purification System Outdoor Parking - Secured Parking Facility Restaurant Room Service First-Aid Kit at Front Desk Paid Transfers Porter Services Available Speciality Restaurant",4,"Mukteshwar Inspection Bungalow,Village: Darima,Mukteshwar temple,Chauthi Jaali",Trinetra Orchards,Resort,Uttarakhand
Room Service Restaurant,"6/76A, Next to post office, Main Road",Kanyakumari,Currency Exchange Doctor on Call Dry Cleaning Laundry Service Available Lift   Elevator Lobby Non Smoking Rooms Parking Facilities Available Front Desk Multi Cuisine Restaurant  Local Tour   Travel Desk 24 Hour Front Desk Power Backup Catering Multi Lingual Staff Wake-up Call   Service Suitable For Children Coffee Shop   Cafe Fax Machine Kitchen available (home cook food on request) Multi - Line Phone Smoking Area  Veranda Transfers Available Veg   Non Veg Kitchens Separate  Vegetarian Food   Jain Food Available Extra Person   Child - Share the same room Car Rental Express Laundry Taxi Services Food Facility Newspapers In Lobby Family Room Room Service (24 Hours) Guide   Sightseeing Service RO Water Purification System Parking Facility Restaurant Room Service CCTV Full Time Operation for All 7 Days Paid Transfers Public Restrooms Security at All Hotel Entrances,1,"Vivekanandha Rock Memorial,Devi Kanyakumari Temple,Kanyakumari Bus Stand,Kovalam,Thiruvalluvar Statue,Vattakkotai Circular Fort,Trivandrum Airport,Suchindram Temple,Baywatch water park,Marunthuvazh Malai,Gandhi Mandapam,Gandhi memorial,Vivekananda rock memorial,Government Museum,Bus Station,Thiruvalluvar statue,Main Road,Kanyakumari Railway Station,Bhagavathi Amman Temple",Triveni Tourist Home,Hotel,Tamil Nadu
